Timecode List:,00:00:06.974,00:00:09.610,00:00:12.079,00:00:14.047,00:00:20.387,00:00:21.521,00:00:23.257,00:00:24.524,00:00:25.526,00:00:26.860,00:00:28.195,00:00:29.530,00:00:32.566,00:00:34.201,00:00:37.170,00:00:38.772,00:00:39.973,00:00:40.874,00:00:41.942,00:00:46.613,00:00:51.852,00:00:53.954,00:00:54.988,00:00:56.657,00:00:58.792,00:01:00.127,00:01:04.231,00:01:05.933,00:01:07.567,00:01:09.136,00:01:11.872,00:01:14.708,00:01:16.310,00:01:17.678,00:01:19.313,00:01:24.585,00:01:25.619,00:01:26.219,00:01:26.920,00:01:28.488,00:01:29.990,00:01:31.425,00:01:33.660,00:01:34.561,00:01:36.229,00:01:37.264,00:01:37.864,00:01:39.633,00:01:41.201,00:01:43.303,00:01:46.239,00:01:47.674,00:01:48.675,00:01:50.377,00:01:53.714,00:01:55.248,00:01:56.550,00:01:57.651,00:01:59.920,00:02:01.321,00:02:03.423,00:02:06.026,00:02:06.827,00:02:09.329,00:02:11.598,00:02:15.202,00:02:16.370,00:02:19.306,00:02:21.642,00:02:23.443,00:02:24.344,00:02:25.278,00:02:27.748,00:02:29.816,00:02:30.884,00:02:31.485,00:02:34.621,00:02:35.922,00:02:36.590,00:02:38.692,00:02:39.860,00:02:41.828,00:02:44.297,00:02:45.499,00:02:46.800,00:02:47.868,00:02:49.336,00:02:50.804,00:02:51.838,00:02:52.673,00:02:55.409,00:02:57.611,00:02:58.845,00:02:59.946,00:03:00.747,00:03:01.815,00:03:02.816,00:03:03.950,00:03:05.886,00:03:07.287,00:03:08.822,00:03:12.192,00:03:13.226,00:03:13.994,00:03:14.828,00:03:15.529,00:03:16.463,00:03:17.097,00:03:21.768,00:03:26.540,00:03:30.143,00:03:32.012,00:03:33.814,00:03:34.648,00:03:37.017,00:03:38.318,00:03:39.486,00:03:41.221,00:03:44.357,00:03:45.058,00:03:46.059,00:03:46.960,00:03:48.795,00:03:50.397,00:03:51.898,00:03:55.936,00:03:57.604,00:03:58.305,00:03:59.906,00:04:02.275,00:04:04.544,00:04:05.245,00:04:05.912,00:04:07.147,00:04:08.115,00:04:09.349,00:04:10.150,00:04:11.184,00:04:13.186,00:04:14.988,00:04:17.357,00:04:19.559,00:04:21.528,00:04:22.729,00:04:25.799,00:04:28.702,00:04:31.238,00:04:32.305,00:04:32.939,00:04:33.640,00:04:35.609,00:04:37.944,00:04:40.080,00:04:41.248,00:04:43.083,00:04:47.053,00:04:54.728,00:04:55.996,00:04:57.230,00:04:59.432,00:05:00.333,00:05:01.301,00:05:04.604,00:05:06.339,00:05:08.608,00:05:10.210,00:05:12.078,00:05:15.148,00:05:17.050,00:05:19.019,00:05:20.086,00:05:22.255,00:05:23.323,00:05:24.691,00:05:27.227,00:05:29.596,00:05:31.031,00:05:32.199,00:05:33.767,00:05:34.834,00:05:35.936,00:05:37.204,00:05:39.372,00:05:46.780,00:05:49.716,00:05:51.184,00:05:53.420,00:05:57.524,00:05:58.758,00:06:00.227,00:06:08.101,00:06:10.103,00:06:10.904,00:06:13.573,00:06:18.378,00:06:20.180,00:06:22.349,00:06:24.351,00:06:26.286,00:06:27.320,00:06:29.689,00:06:33.460,00:06:37.230,00:06:38.865,00:06:42.302,00:06:45.138,00:06:48.174,00:06:49.309,00:06:53.980,00:06:55.181,00:06:58.918,00:07:02.956,00:07:04.391,00:07:05.358,00:07:06.192,00:07:07.360,00:07:10.196,00:07:13.633,00:07:15.635,00:07:16.870,00:07:17.804,00:07:20.974,00:07:24.778,00:07:32.385,00:07:33.620,00:07:34.854,00:07:35.755,00:07:36.456,00:07:37.490,00:07:39.092,00:07:40.160,00:07:40.827,00:07:42.996,00:07:44.798,00:07:46.299,00:07:47.300,00:07:50.270,00:07:51.671,00:07:53.306,00:07:54.774,00:07:56.209,00:07:57.477,00:07:58.812,00:07:59.813,00:08:01.448,00:08:02.215,00:08:03.283,00:08:04.284,00:08:05.385,00:08:08.121,00:08:12.025,00:08:14.561,00:08:15.795,00:08:18.465,00:08:19.466,00:08:20.834,00:08:22.769,00:08:24.270,00:08:27.040,00:08:27.907,00:08:28.775,00:08:29.642,00:08:30.510,00:08:32.345,00:08:33.446,00:08:34.447,00:08:35.315,00:08:36.516,00:08:37.384,00:08:39.219,00:08:41.388,00:08:42.555,00:08:43.623,00:08:44.824,00:08:45.492,00:08:47.494,00:08:48.094,00:08:49.763,00:08:50.630,00:08:51.231,00:08:52.298,00:08:54.034,00:08:55.135,00:08:57.537,00:08:59.239,00:09:00.740,00:09:02.642,00:09:03.443,00:09:04.144,00:09:05.011,00:09:06.746,00:09:08.248,00:09:10.750,00:09:11.684,00:09:14.521,00:09:15.889,00:09:16.956,00:09:18.425,00:09:19.726,00:09:21.961,00:09:22.962,00:09:24.931,00:09:25.999,00:09:27.534,00:09:28.334,00:09:29.702,00:09:30.603,00:09:31.438,00:09:32.539,00:09:33.440,00:09:34.407,00:09:36.142,00:09:37.177,00:09:38.478,00:09:39.846,00:09:43.450,00:09:44.617,00:09:46.619,00:09:48.822,00:09:49.923,00:09:51.257,00:09:52.692,00:09:54.227,00:09:55.929,00:09:56.830,00:09:57.897,00:09:59.599,00:10:00.767,00:10:01.801,00:10:02.702,00:10:03.670,00:10:05.505,00:10:06.406,00:10:09.542,00:10:12.011,00:10:12.712,00:10:14.214,00:10:16.015,00:10:17.550,00:10:19.052,00:10:20.720,00:10:22.355,00:10:24.324,00:10:25.525,00:10:27.327,00:10:31.664,00:10:34.334,00:10:35.168,00:10:37.871,00:10:38.838,00:10:40.340,00:10:41.241,00:10:41.941,00:10:42.876,00:10:43.910,00:10:45.979,00:10:46.980,00:10:47.947,00:10:49.949,00:10:51.217,00:10:58.758,00:10:59.759,00:11:01.594,00:11:02.929,00:11:05.632,00:11:07.300,00:11:10.169,00:11:19.212,00:11:21.047,00:11:23.049,00:11:24.183,00:11:25.585,00:11:28.488,00:11:30.490,00:11:31.357,00:11:34.027,00:11:37.630,00:11:40.733,00:11:42.068,00:11:44.537,00:11:46.973,00:11:47.807,00:11:48.808,00:11:49.709,00:11:50.643,00:11:51.611,00:11:52.312,00:11:53.413,00:11:55.348,00:11:55.949,00:11:57.116,00:11:57.850,00:11:59.886,00:12:00.920,00:12:02.155,00:12:03.089,00:12:05.491,00:12:06.726,00:12:07.894,00:12:09.295,00:12:11.464,00:12:12.765,00:12:13.900,00:12:15.969,00:12:19.305,00:12:21.107,00:12:22.508,00:12:24.310,00:12:27.647,00:12:28.481,00:12:29.616,00:12:30.583,00:12:31.417,00:12:32.885,00:12:34.587,00:12:35.888,00:12:37.390,00:12:38.524,00:12:39.359,00:12:40.293,00:12:41.661,00:12:42.695,00:12:43.496,00:12:44.330,00:12:45.932,00:12:47.900,00:12:50.470,00:12:52.372,00:12:53.106,00:12:54.407,00:12:55.241,00:12:56.275,00:12:58.311,00:12:59.512,00:13:01.047,00:13:04.017,00:13:07.820,00:13:09.122,00:13:13.059,00:13:15.328,00:13:19.065,00:13:21.267,00:13:24.804,00:13:26.673,00:13:27.540,00:13:29.275,00:13:30.610,00:13:33.513,00:13:35.181,00:13:37.750,00:13:39.585,00:13:40.787,00:13:41.521,00:13:42.588,00:13:43.523,00:13:44.857,00:13:45.958,00:13:48.061,00:13:48.995,00:13:49.829,00:13:50.897,00:13:51.698,00:13:53.032,00:13:56.302,00:13:58.771,00:14:00.673,00:14:02.341,00:14:04.744,00:14:05.745,00:14:06.913,00:14:07.747,00:14:08.981,00:14:10.283,00:14:12.752,00:14:13.953,00:14:15.388,00:14:16.456,00:14:17.757,00:14:18.658,00:14:19.926,00:14:24.530,00:14:26.299,00:14:29.168,00:14:30.436,00:14:32.371,00:14:33.706,00:14:36.242,00:14:37.710,00:14:38.811,00:14:39.612,00:14:41.214,00:14:46.052,00:14:48.388,00:14:52.425,00:14:55.695,00:14:56.662,00:14:58.698,00:15:00.233,00:15:01.768,00:15:03.202,00:15:05.638,00:15:08.408,00:15:09.475,00:15:13.479,00:15:14.847,00:15:15.948,00:15:16.916,00:15:18.518,00:15:20.253,00:15:21.120,00:15:22.688,00:15:23.856,00:15:25.291,00:15:26.659,00:15:28.494,00:15:35.134,00:15:37.236,00:15:38.671,00:15:40.306,00:15:47.647,00:15:49.549,00:15:54.153,00:15:55.755,00:15:57.089,00:15:58.391,00:15:59.959,00:16:01.694,00:16:02.595,00:16:03.529,00:16:04.430,00:16:11.304,00:16:12.572,00:16:14.173,00:16:24.350,00:16:25.685,00:16:26.719,00:16:28.254,00:16:29.155,00:16:30.556,00:16:37.697,00:16:39.565,00:16:42.268,00:16:47.306,00:16:51.143,00:17:04.824,00:17:11.063,00:17:12.832,00:17:14.300,00:17:15.067,00:17:16.168,00:17:17.203,00:17:27.780,00:17:30.082,00:17:33.819,00:17:34.587
Scene Number,Start Frame,Start Timecode,Start Time (seconds),End Frame,End Timecode,End Time (seconds),Length (frames),Length (timecode),Length (seconds)
1,1,00:00:00.000,0.000,209,00:00:06.974,6.974,209,00:00:06.974,6.974
2,210,00:00:06.974,6.974,288,00:00:09.610,9.610,79,00:00:02.636,2.636
3,289,00:00:09.610,9.610,362,00:00:12.079,12.079,74,00:00:02.469,2.469
4,363,00:00:12.079,12.079,421,00:00:14.047,14.047,59,00:00:01.969,1.969
5,422,00:00:14.047,14.047,611,00:00:20.387,20.387,190,00:00:06.340,6.340
6,612,00:00:20.387,20.387,645,00:00:21.521,21.521,34,00:00:01.134,1.134
7,646,00:00:21.521,21.521,697,00:00:23.257,23.257,52,00:00:01.735,1.735
8,698,00:00:23.257,23.257,735,00:00:24.524,24.524,38,00:00:01.268,1.268
9,736,00:00:24.524,24.524,765,00:00:25.526,25.526,30,00:00:01.001,1.001
10,766,00:00:25.526,25.526,805,00:00:26.860,26.860,40,00:00:01.335,1.335
11,806,00:00:26.860,26.860,845,00:00:28.195,28.195,40,00:00:01.335,1.335
12,846,00:00:28.195,28.195,885,00:00:29.530,29.530,40,00:00:01.335,1.335
13,886,00:00:29.530,29.530,976,00:00:32.566,32.566,91,00:00:03.036,3.036
14,977,00:00:32.566,32.566,1025,00:00:34.201,34.201,49,00:00:01.635,1.635
15,1026,00:00:34.201,34.201,1114,00:00:37.170,37.170,89,00:00:02.970,2.970
16,1115,00:00:37.170,37.170,1162,00:00:38.772,38.772,48,00:00:01.602,1.602
17,1163,00:00:38.772,38.772,1198,00:00:39.973,39.973,36,00:00:01.201,1.201
18,1199,00:00:39.973,39.973,1225,00:00:40.874,40.874,27,00:00:00.901,0.901
19,1226,00:00:40.874,40.874,1257,00:00:41.942,41.942,32,00:00:01.068,1.068
20,1258,00:00:41.942,41.942,1397,00:00:46.613,46.613,140,00:00:04.671,4.671
21,1398,00:00:46.613,46.613,1554,00:00:51.852,51.852,157,00:00:05.239,5.239
22,1555,00:00:51.852,51.852,1617,00:00:53.954,53.954,63,00:00:02.102,2.102
23,1618,00:00:53.954,53.954,1648,00:00:54.988,54.988,31,00:00:01.034,1.034
24,1649,00:00:54.988,54.988,1698,00:00:56.657,56.657,50,00:00:01.668,1.668
25,1699,00:00:56.657,56.657,1762,00:00:58.792,58.792,64,00:00:02.135,2.135
26,1763,00:00:58.792,58.792,1802,00:01:00.127,60.127,40,00:00:01.335,1.335
27,1803,00:01:00.127,60.127,1925,00:01:04.231,64.231,123,00:00:04.104,4.104
28,1926,00:01:04.231,64.231,1976,00:01:05.933,65.933,51,00:00:01.702,1.702
29,1977,00:01:05.933,65.933,2025,00:01:07.567,67.567,49,00:00:01.635,1.635
30,2026,00:01:07.567,67.567,2072,00:01:09.136,69.136,47,00:00:01.568,1.568
31,2073,00:01:09.136,69.136,2154,00:01:11.872,71.872,82,00:00:02.736,2.736
32,2155,00:01:11.872,71.872,2239,00:01:14.708,74.708,85,00:00:02.836,2.836
33,2240,00:01:14.708,74.708,2287,00:01:16.310,76.310,48,00:00:01.602,1.602
34,2288,00:01:16.310,76.310,2328,00:01:17.678,77.678,41,00:00:01.368,1.368
35,2329,00:01:17.678,77.678,2377,00:01:19.313,79.313,49,00:00:01.635,1.635
36,2378,00:01:19.313,79.313,2535,00:01:24.585,84.585,158,00:00:05.272,5.272
37,2536,00:01:24.585,84.585,2566,00:01:25.619,85.619,31,00:00:01.034,1.034
38,2567,00:01:25.619,85.619,2584,00:01:26.219,86.219,18,00:00:00.601,0.601
39,2585,00:01:26.219,86.219,2605,00:01:26.920,86.920,21,00:00:00.701,0.701
40,2606,00:01:26.920,86.920,2652,00:01:28.488,88.488,47,00:00:01.568,1.568
41,2653,00:01:28.488,88.488,2697,00:01:29.990,89.990,45,00:00:01.502,1.502
42,2698,00:01:29.990,89.990,2740,00:01:31.425,91.425,43,00:00:01.435,1.435
43,2741,00:01:31.425,91.425,2807,00:01:33.660,93.660,67,00:00:02.236,2.236
44,2808,00:01:33.660,93.660,2834,00:01:34.561,94.561,27,00:00:00.901,0.901
45,2835,00:01:34.561,94.561,2884,00:01:36.229,96.229,50,00:00:01.668,1.668
46,2885,00:01:36.229,96.229,2915,00:01:37.264,97.264,31,00:00:01.034,1.034
47,2916,00:01:37.264,97.264,2933,00:01:37.864,97.864,18,00:00:00.601,0.601
48,2934,00:01:37.864,97.864,2986,00:01:39.633,99.633,53,00:00:01.768,1.768
49,2987,00:01:39.633,99.633,3033,00:01:41.201,101.201,47,00:00:01.568,1.568
50,3034,00:01:41.201,101.201,3096,00:01:43.303,103.303,63,00:00:02.102,2.102
51,3097,00:01:43.303,103.303,3184,00:01:46.239,106.239,88,00:00:02.936,2.936
52,3185,00:01:46.239,106.239,3227,00:01:47.674,107.674,43,00:00:01.435,1.435
53,3228,00:01:47.674,107.674,3257,00:01:48.675,108.675,30,00:00:01.001,1.001
54,3258,00:01:48.675,108.675,3308,00:01:50.377,110.377,51,00:00:01.702,1.702
55,3309,00:01:50.377,110.377,3408,00:01:53.714,113.714,100,00:00:03.337,3.337
56,3409,00:01:53.714,113.714,3454,00:01:55.248,115.248,46,00:00:01.535,1.535
57,3455,00:01:55.248,115.248,3493,00:01:56.550,116.550,39,00:00:01.301,1.301
58,3494,00:01:56.550,116.550,3526,00:01:57.651,117.651,33,00:00:01.101,1.101
59,3527,00:01:57.651,117.651,3594,00:01:59.920,119.920,68,00:00:02.269,2.269
60,3595,00:01:59.920,119.920,3636,00:02:01.321,121.321,42,00:00:01.401,1.401
61,3637,00:02:01.321,121.321,3699,00:02:03.423,123.423,63,00:00:02.102,2.102
62,3700,00:02:03.423,123.423,3777,00:02:06.026,126.026,78,00:00:02.603,2.603
63,3778,00:02:06.026,126.026,3801,00:02:06.827,126.827,24,00:00:00.801,0.801
64,3802,00:02:06.827,126.827,3876,00:02:09.329,129.329,75,00:00:02.502,2.502
65,3877,00:02:09.329,129.329,3944,00:02:11.598,131.598,68,00:00:02.269,2.269
66,3945,00:02:11.598,131.598,4052,00:02:15.202,135.202,108,00:00:03.604,3.604
67,4053,00:02:15.202,135.202,4087,00:02:16.370,136.370,35,00:00:01.168,1.168
68,4088,00:02:16.370,136.370,4175,00:02:19.306,139.306,88,00:00:02.936,2.936
69,4176,00:02:19.306,139.306,4245,00:02:21.642,141.642,70,00:00:02.336,2.336
70,4246,00:02:21.642,141.642,4299,00:02:23.443,143.443,54,00:00:01.802,1.802
71,4300,00:02:23.443,143.443,4326,00:02:24.344,144.344,27,00:00:00.901,0.901
72,4327,00:02:24.344,144.344,4354,00:02:25.278,145.278,28,00:00:00.934,0.934
73,4355,00:02:25.278,145.278,4428,00:02:27.748,147.748,74,00:00:02.469,2.469
74,4429,00:02:27.748,147.748,4490,00:02:29.816,149.816,62,00:00:02.069,2.069
75,4491,00:02:29.816,149.816,4522,00:02:30.884,150.884,32,00:00:01.068,1.068
76,4523,00:02:30.884,150.884,4540,00:02:31.485,151.485,18,00:00:00.601,0.601
77,4541,00:02:31.485,151.485,4634,00:02:34.621,154.621,94,00:00:03.136,3.136
78,4635,00:02:34.621,154.621,4673,00:02:35.922,155.922,39,00:00:01.301,1.301
79,4674,00:02:35.922,155.922,4693,00:02:36.590,156.590,20,00:00:00.667,0.667
80,4694,00:02:36.590,156.590,4756,00:02:38.692,158.692,63,00:00:02.102,2.102
81,4757,00:02:38.692,158.692,4791,00:02:39.860,159.860,35,00:00:01.168,1.168
82,4792,00:02:39.860,159.860,4850,00:02:41.828,161.828,59,00:00:01.969,1.969
83,4851,00:02:41.828,161.828,4924,00:02:44.297,164.297,74,00:00:02.469,2.469
84,4925,00:02:44.297,164.297,4960,00:02:45.499,165.499,36,00:00:01.201,1.201
85,4961,00:02:45.499,165.499,4999,00:02:46.800,166.800,39,00:00:01.301,1.301
86,5000,00:02:46.800,166.800,5031,00:02:47.868,167.868,32,00:00:01.068,1.068
87,5032,00:02:47.868,167.868,5075,00:02:49.336,169.336,44,00:00:01.468,1.468
88,5076,00:02:49.336,169.336,5119,00:02:50.804,170.804,44,00:00:01.468,1.468
89,5120,00:02:50.804,170.804,5150,00:02:51.838,171.838,31,00:00:01.034,1.034
90,5151,00:02:51.838,171.838,5175,00:02:52.673,172.673,25,00:00:00.834,0.834
91,5176,00:02:52.673,172.673,5257,00:02:55.409,175.409,82,00:00:02.736,2.736
92,5258,00:02:55.409,175.409,5323,00:02:57.611,177.611,66,00:00:02.202,2.202
93,5324,00:02:57.611,177.611,5360,00:02:58.845,178.845,37,00:00:01.235,1.235
94,5361,00:02:58.845,178.845,5393,00:02:59.946,179.946,33,00:00:01.101,1.101
95,5394,00:02:59.946,179.946,5417,00:03:00.747,180.747,24,00:00:00.801,0.801
96,5418,00:03:00.747,180.747,5449,00:03:01.815,181.815,32,00:00:01.068,1.068
97,5450,00:03:01.815,181.815,5479,00:03:02.816,182.816,30,00:00:01.001,1.001
98,5480,00:03:02.816,182.816,5513,00:03:03.950,183.950,34,00:00:01.134,1.134
